model_name,segment,trim_name,color_name,year,month,month_name,n_units,avg_material_cost,avg_labor_cost,avg_rework_cost,avg_total_cost,sum_total_cost
Jungle Fennec,Hatchback,Comfort,Copper Bronze,2026,4,April,34,11292.52,343.27,5.78,11641.57,395813.28
Jungle Fennec,Hatchback,Comfort,Copper Bronze,2026,5,May,26,11274.99,342.87,22.11,11639.97,302639.27
Jungle Fennec,Hatchback,Comfort,Copper Bronze,2026,6,June,30,11335.78,335.52,19.33,11690.63,350718.98
Jungle Fennec,Hatchback,Comfort,Copper Bronze,2026,7,July,22,11378.6,345.41,24.71,11748.72,258471.89
Jungle Fennec,Hatchback,Comfort,Crimson Red,2024,7,July,6,10468.7,342.89,0.0,10811.59,64869.53
Jungle Fennec,Hatchback,Comfort,Crimson Red,2024,8,August,27,10476.12,340.77,87.03,10903.92,294405.97
Jungle Fennec,Hatchback,Comfort,Crimson Red,2024,9,September,33,10498.64,339.17,6.31,10844.12,357855.97
Jungle Fennec,Hatchback,Comfort,Crimson Red,2024,10,October,34,10569.33,338.91,18.45,10926.68,371507.28
Jungle Fennec,Hatchback,Comfort,Crimson Red,2024,11,November,16,10617.01,341.14,33.97,10992.12,175873.92
Jungle Fennec,Hatchback,Comfort,Crimson Red,2024,12,December,13,10627.14,340.46,0.0,10967.6,142578.83
Jungle Fennec,Hatchback,Comfort,Crimson Red,2025,1,January,55,10666.05,341.35,41.73,11049.13,607702.4
Jungle Fennec,Hatchback,Comfort,Crimson Red,2025,2,February,47,10713.02,340.66,10.08,11063.76,519996.82
Jungle Fennec,Hatchback,Comfort,Crimson Red,2025,3,March,28,10744.52,342.68,3.8,11091.0,310547.9
Jungle Fennec,Hatchback,Comfort,Crimson Red,2025,4,April,29,10763.31,344.55,6.32,11114.19,322311.56
Jungle Fennec,Hatchback,Comfort,Crimson Red,2025,5,May,42,10825.01,339.3,17.33,11181.64,469629.05
Jungle Fennec,Hatchback,Comfort,Crimson Red,2025,6,June,22,10845.3,338.46,0.19,11183.95,246046.91
Jungle Fennec,Hatchback,Comfort,Crimson Red,2025,7,July,23,10920.07,342.04,30.54,11292.65,259730.97
Jungle Fennec,Hatchback,Comfort,Crimson Red,2025,8,August,13,10949.41,340.63,21.54,11311.58,147050.6
Jungle Fennec,Hatchback,Comfort,Crimson Red,2025,9,September,40,10975.23,342.91,12.52,11330.65,453226.18
Jungle Fennec,Hatchback,Comfort,Crimson Red,2025,10,October,26,11021.41,342.07,33.34,11396.82,296317.32
Jungle Fennec,Hatchback,Comfort,Crimson Red,2025,11,November,35,11061.71,340.01,8.5,11410.22,399357.86
Jungle Fennec,Hatchback,Comfort,Crimson Red,2025,12,December,22,11074.16,341.83,6.79,11422.77,251300.9
Jungle Fennec,Hatchback,Comfort,Crimson Red,2026,1,January,39,11134.19,341.08,8.71,11483.98,447875.12
Jungle Fennec,Hatchback,Comfort,Crimson Red,2026,2,February,32,11178.09,341.91,7.56,11527.56,368882.01
Jungle Fennec,Hatchback,Comfort,Crimson Red,2026,3,March,38,11216.29,342.62,5.91,11564.83,439463.41
Jungle Fennec,Hatchback,Comfort,Crimson Red,2026,4,April,37,11275.3,335.92,7.26,11618.48,429883.94
Jungle Fennec,Hatchback,Comfort,Crimson Red,2026,5,May,32,11266.26,337.93,28.4,11632.58,372242.49
Jungle Fennec,Hatchback,Comfort,Crimson Red,2026,6,June,25,11306.32,342.16,5.25,11653.73,291343.26
Jungle Fennec,Hatchback,Comfort,Crimson Red,2026,7,July,21,11369.44,337.42,0.0,11706.86,245844.05
Jungle Fennec,Hatchback,Comfort,Forest Green,2024,8,August,18,10482.01,344.43,9.67,10836.11,195049.9
Jungle Fennec,Hatchback,Comfort,Forest Green,2024,9,September,15,10546.59,345.7,7.93,10900.22,163503.26
Jungle Fennec,Hatchback,Comfort,Forest Green,2024,10,October,30,10557.18,338.48,0.07,10895.73,326871.77
Jungle Fennec,Hatchback,Comfort,Forest Green,2024,11,November,38,10601.53,338.64,27.45,10967.62,416769.72
Jungle Fennec,Hatchback,Comfort,Forest Green,2024,12,December,36,10606.78,341.96,12.55,10961.29,394606.41
Jungle Fennec,Hatchback,Comfort,Forest Green,2025,1,January,16,10675.47,347.82,0.0,11023.29,176372.64
Jungle Fennec,Hatchback,Comfort,Forest Green,2025,2,February,33,10729.24,340.69,24.28,11094.21,366108.77
Jungle Fennec,Hatchback,Comfort,Forest Green,2025,3,March,36,10762.06,339.59,0.28,11101.93,399669.62
Jungle Fennec,Hatchback,Comfort,Forest Green,2025,4,April,36,10781.83,336.38,15.92,11134.12,400828.38
Jungle Fennec,Hatchback,Comfort,Forest Green,2025,5,May,47,10825.95,338.57,7.48,11172.0,525084.15
Jungle Fennec,Hatchback,Comfort,Forest Green,2025,6,June,26,10865.16,346.42,0.37,11211.95,291510.73
Jungle Fennec,Hatchback,Comfort,Forest Green,2025,7,July,11,10916.47,335.12,0.0,11251.6,123767.57
Jungle Fennec,Hatchback,Comfort,Forest Green,2025,8,August,32,10950.1,342.08,3.64,11295.81,361466.05
Jungle Fennec,Hatchback,Comfort,Forest Green,2025,9,September,32,10983.52,339.81,20.48,11343.82,363002.09
Jungle Fennec,Hatchback,Comfort,Forest Green,2025,10,October,25,11023.44,339.74,3.74,11366.92,284172.9
Jungle Fennec,Hatchback,Comfort,Forest Green,2025,11,November,23,11067.68,340.1,7.05,11414.82,262540.88
Jungle Fennec,Hatchback,Comfort,Forest Green,2025,12,December,23,11117.35,341.86,10.66,11469.87,263807.03
Jungle Fennec,Hatchback,Comfort,Forest Green,2026,1,January,38,11144.52,338.19,9.51,11492.23,436704.68
Jungle Fennec,Hatchback,Comfort,Forest Green,2026,2,February,22,11180.89,347.1,0.0,11527.99,253615.78
Jungle Fennec,Hatchback,Comfort,Forest Green,2026,3,March,37,11201.94,342.35,7.31,11551.6,427409.33
Jungle Fennec,Hatchback,Comfort,Forest Green,2026,4,April,36,11257.01,349.21,12.47,11618.69,418272.89
Jungle Fennec,Hatchback,Comfort,Forest Green,2026,5,May,21,11322.6,328.32,8.32,11659.24,244843.95
Jungle Fennec,Hatchback,Comfort,Forest Green,2026,6,June,19,11342.74,338.08,0.0,11680.82,221935.5
Jungle Fennec,Hatchback,Comfort,Forest Green,2026,7,July,15,11373.79,336.21,19.21,11729.21,175938.09
Jungle Fennec,Hatchback,Comfort,Midnight Black,2024,7,July,1,10611.8,353.0,0.0,10964.8,10964.8
Jungle Fennec,Hatchback,Comfort,Midnight Black,2024,8,August,27,10470.59,340.76,26.29,10837.64,292616.31
Jungle Fennec,Hatchback,Comfort,Midnight Black,2024,9,September,41,10519.79,339.72,9.34,10868.85,445622.67
Jungle Fennec,Hatchback,Comfort,Midnight Black,2024,10,October,35,10565.65,344.38,7.81,10917.84,382124.35
Jungle Fennec,Hatchback,Comfort,Midnight Black,2024,11,November,21,10593.54,342.51,0.05,10936.11,229658.21
Jungle Fennec,Hatchback,Comfort,Midnight Black,2024,12,December,33,10627.89,335.54,3.61,10967.04,361912.23
Jungle Fennec,Hatchback,Comfort,Midnight Black,2025,1,January,18,10660.44,337.55,5.33,11003.32,198059.81
Jungle Fennec,Hatchback,Comfort,Midnight Black,2025,2,February,18,10714.75,341.52,0.43,11056.69,199020.45
Jungle Fennec,Hatchback,Comfort,Midnight Black,2025,3,March,29,10756.28,340.87,41.5,11138.65,323020.73
Jungle Fennec,Hatchback,Comfort,Midnight Black,2025,4,April,39,10785.32,342.3,9.9,11137.53,434363.56
Jungle Fennec,Hatchback,Comfort,Midnight Black,2025,5,May,33,10817.3,341.47,4.32,11163.08,368381.67
Jungle Fennec,Hatchback,Comfort,Midnight Black,2025,6,June,19,10857.58,340.06,28.5,11226.14,213296.66
Jungle Fennec,Hatchback,Comfort,Midnight Black,2025,7,July,18,10920.57,338.07,37.79,11296.44,203335.86
Jungle Fennec,Hatchback,Comfort,Midnight Black,2025,8,August,21,10956.3,341.38,33.62,11331.29,237957.16
Jungle Fennec,Hatchback,Comfort,Midnight Black,2025,9,September,17,10987.71,342.6,5.33,11335.65,192706.02
Jungle Fennec,Hatchback,Comfort,Midnight Black,2025,10,October,38,11011.45,343.18,2.42,11357.05,431568.07
Jungle Fennec,Hatchback,Comfort,Midnight Black,2025,11,November,24,11075.24,337.54,42.48,11455.26,274926.16
Jungle Fennec,Hatchback,Comfort,Midnight Black,2025,12,December,20,11125.29,336.63,4.77,11466.69,229333.78
Jungle Fennec,Hatchback,Comfort,Midnight Black,2026,1,January,19,11147.43,338.48,6.38,11492.29,218353.45
Jungle Fennec,Hatchback,Comfort,Midnight Black,2026,2,February,24,11180.76,340.8,3.79,11525.35,276608.41
Jungle Fennec,Hatchback,Comfort,Midnight Black,2026,3,March,35,11222.46,337.38,0.26,11560.1,404603.44
Jungle Fennec,Hatchback,Comfort,Midnight Black,2026,4,April,30,11273.6,344.12,5.23,11622.95,348688.36
Jungle Fennec,Hatchback,Comfort,Midnight Black,2026,5,May,21,11303.76,341.7,5.91,11651.37,244678.72
Jungle Fennec,Hatchback,Comfort,Midnight Black,2026,6,June,29,11315.07,344.57,0.6,11660.24,338146.85
Jungle Fennec,Hatchback,Comfort,Midnight Black,2026,7,July,15,11413.68,339.42,28.71,11781.81,176727.2
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2024,7,July,4,10482.63,329.71,0.0,10812.34,43249.34
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2024,8,August,35,10477.41,345.45,3.52,10826.39,378923.57
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2024,9,September,19,10512.15,341.81,1.83,10855.79,206259.95
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2024,10,October,29,10575.78,344.15,0.0,10919.93,316678.11
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2024,11,November,25,10553.48,340.1,10.08,10903.67,272591.66
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2024,12,December,35,10609.84,334.51,27.25,10971.6,384006.03
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2025,1,January,38,10680.18,340.72,12.46,11033.36,419267.74
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2025,2,February,23,10750.43,339.6,6.35,11096.38,255216.76
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2025,3,March,30,10761.56,340.22,19.38,11121.15,333634.62
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2025,4,April,38,10763.07,340.63,7.36,11111.07,422220.5
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2025,5,May,30,10820.57,338.8,6.46,11165.83,334974.78
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2025,6,June,21,10905.28,332.43,6.47,11244.18,236127.84
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2025,7,July,19,10859.7,337.58,0.47,11197.75,212757.28
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2025,8,August,36,10948.08,339.65,4.3,11292.03,406513.16
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2025,9,September,28,10941.48,340.87,13.5,11295.85,316283.79
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2025,10,October,35,11004.68,333.76,14.32,11352.77,397346.79
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2025,11,November,25,11046.07,342.0,16.09,11404.16,285104.01
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2025,12,December,36,11103.07,340.54,0.91,11444.53,412002.9
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2026,1,January,27,11124.95,340.3,5.62,11470.87,309713.52
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2026,2,February,22,11157.24,337.33,7.86,11502.43,253053.52
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2026,3,March,35,11220.43,341.29,6.89,11568.61,404901.35
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2026,4,April,27,11256.57,345.33,9.11,11611.0,313497.1
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2026,5,May,15,11314.53,342.28,0.45,11657.26,174858.95
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2026,6,June,30,11330.72,335.33,4.82,11670.87,350126.01
Jungle Fennec,Hatchback,Comfort,Ocean Blue,2026,7,July,7,11362.95,342.84,0.0,11705.79,81940.54
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2024,8,August,23,10447.89,344.86,23.81,10816.56,248780.81
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2024,9,September,26,10500.3,342.52,28.64,10871.46,282658.01
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2024,10,October,25,10537.49,334.41,6.91,10878.81,271970.28
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2024,11,November,28,10583.91,338.66,31.14,10953.71,306703.87
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2024,12,December,25,10615.66,337.5,25.34,10978.49,274462.37
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2025,1,January,31,10682.67,344.99,2.88,11030.54,341946.77
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2025,2,February,33,10704.36,341.94,19.37,11065.66,365166.77
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2025,3,March,41,10728.11,341.68,17.49,11087.28,454578.52
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2025,4,April,29,10758.03,339.55,5.56,11103.14,321990.96
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2025,5,May,26,10804.44,344.72,8.75,11157.91,290105.66
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2025,6,June,29,10867.63,342.84,4.58,11215.06,325236.74
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2025,7,July,16,10888.64,339.12,0.4,11228.16,179650.56
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2025,8,August,28,10956.99,341.89,18.6,11317.48,316889.51
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2025,9,September,12,11019.08,332.25,0.0,11351.33,136216.0
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2025,10,October,19,11027.67,343.2,5.13,11375.99,216143.9
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2025,11,November,18,11041.96,345.27,5.34,11392.57,205066.28
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2025,12,December,31,11091.77,337.79,19.3,11448.86,354914.56
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2026,1,January,11,11117.3,336.57,24.31,11478.18,126259.95
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2026,2,February,40,11178.57,340.22,6.5,11525.29,461011.47
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2026,3,March,28,11201.13,337.3,14.58,11553.0,323484.1
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2026,4,April,24,11251.58,340.67,12.68,11604.93,278518.25
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2026,5,May,29,11298.54,343.63,21.75,11663.92,338253.76
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2026,6,June,31,11306.61,346.7,0.65,11653.97,361273.05
Jungle Fennec,Hatchback,Comfort,Pearl Ivory,2026,7,July,13,11323.85,336.62,14.16,11674.62,151770.02
Jungle Fennec,Hatchback,Comfort,Steel Grey,2024,8,August,26,10458.78,344.73,33.71,10837.22,281767.82
Jungle Fennec,Hatchback,Comfort,Steel Grey,2024,9,September,39,10513.33,340.8,4.69,10858.81,423493.74
Jungle Fennec,Hatchback,Comfort,Steel Grey,2024,10,October,32,10543.48,339.12,4.96,10887.56,348401.92
Jungle Fennec,Hatchback,Comfort,Steel Grey,2024,11,November,45,10598.19,339.59,5.55,10943.33,492449.73
Jungle Fennec,Hatchback,Comfort,Steel Grey,2024,12,December,39,10614.17,337.41,4.06,10955.64,427269.95
Jungle Fennec,Hatchback,Comfort,Steel Grey,2025,1,January,21,10683.23,340.71,6.31,11030.25,231635.27
Jungle Fennec,Hatchback,Comfort,Steel Grey,2025,2,February,27,10704.58,342.24,17.77,11064.59,298743.89
Jungle Fennec,Hatchback,Comfort,Steel Grey,2025,3,March,30,10755.28,343.59,6.23,11105.1,333152.98
Jungle Fennec,Hatchback,Comfort,Steel Grey,2025,4,April,13,10799.06,341.78,0.82,11141.66,144841.57
Jungle Fennec,Hatchback,Comfort,Steel Grey,2025,5,May,46,10820.99,339.54,31.66,11192.18,514840.47
Jungle Fennec,Hatchback,Comfort,Steel Grey,2025,6,June,34,10850.69,342.0,3.66,11196.35,380675.89
Jungle Fennec,Hatchback,Comfort,Steel Grey,2025,7,July,21,10905.58,344.95,5.44,11255.97,236375.33
Jungle Fennec,Hatchback,Comfort,Steel Grey,2025,8,August,22,10963.64,350.66,32.98,11347.29,249640.27
Jungle Fennec,Hatchback,Comfort,Steel Grey,2025,9,September,32,10972.0,342.09,30.89,11344.97,363039.09
Jungle Fennec,Hatchback,Comfort,Steel Grey,2025,10,October,28,11054.02,347.09,18.49,11419.6,319748.77
Jungle Fennec,Hatchback,Comfort,Steel Grey,2025,11,November,36,11063.54,339.62,34.79,11437.95,411766.12
Jungle Fennec,Hatchback,Comfort,Steel Grey,2025,12,December,21,11073.22,332.73,7.94,11413.89,239691.7
Jungle Fennec,Hatchback,Comfort,Steel Grey,2026,1,January,29,11105.79,343.17,5.25,11454.2,332171.94
Jungle Fennec,Hatchback,Comfort,Steel Grey,2026,2,February,7,11160.28,338.23,20.95,11519.47,80636.28
Jungle Fennec,Hatchback,Comfort,Steel Grey,2026,3,March,36,11203.59,340.81,18.82,11563.22,416275.85
Jungle Fennec,Hatchback,Comfort,Steel Grey,2026,4,April,38,11260.32,340.24,11.37,11611.93,441253.36
Jungle Fennec,Hatchback,Comfort,Steel Grey,2026,5,May,14,11266.57,345.85,10.32,11622.74,162718.33
Jungle Fennec,Hatchback,Comfort,Steel Grey,2026,6,June,24,11356.57,342.36,34.75,11733.68,281608.2
Jungle Fennec,Hatchback,Comfort,Steel Grey,2026,7,July,17,11407.94,343.64,52.51,11804.09,200669.5
Jungle Fennec,Hatchback,Luxury,Arctic White,2024,8,August,5,12072.56,343.64,0.0,12416.19,62080.97
Jungle Fennec,Hatchback,Luxury,Arctic White,2024,9,September,7,12100.04,348.3,24.91,12473.25,87312.75
Jungle Fennec,Hatchback,Luxury,Arctic White,2024,10,October,10,12150.02,337.43,3.53,12490.98,124909.78
Jungle Fennec,Hatchback,Luxury,Arctic White,2024,11,November,16,12186.29,340.0,0.0,12526.29,200420.58
Jungle Fennec,Hatchback,Luxury,Arctic White,2024,12,December,9,12289.32,345.82,20.12,12655.26,113897.34
Jungle Fennec,Hatchback,Luxury,Arctic White,2025,1,January,11,12249.53,336.38,0.0,12585.91,138444.97
Jungle Fennec,Hatchback,Luxury,Arctic White,2025,2,February,9,12341.92,338.54,15.25,12695.71,114261.42
Jungle Fennec,Hatchback,Luxury,Arctic White,2025,3,March,12,12379.45,342.17,0.0,12721.62,152659.44
Jungle Fennec,Hatchback,Luxury,Arctic White,2025,4,April,10,12404.59,341.89,34.95,12781.43,127814.28
Jungle Fennec,Hatchback,Luxury,Arctic White,2025,5,May,10,12506.5,332.76,9.41,12848.66,128486.63
Jungle Fennec,Hatchback,Luxury,Arctic White,2025,6,June,17,12491.93,343.19,40.57,12875.68,218886.62
Jungle Fennec,Hatchback,Luxury,Arctic White,2025,7,July,18,12543.86,340.08,0.0,12883.94,231910.88
Jungle Fennec,Hatchback,Luxury,Arctic White,2025,8,August,6,12604.37,340.6,0.0,12944.97,77669.81
Jungle Fennec,Hatchback,Luxury,Arctic White,2025,9,September,11,12645.42,347.81,33.36,13026.59,143292.47
Jungle Fennec,Hatchback,Luxury,Arctic White,2025,10,October,12,12689.26,342.07,0.0,13031.33,156375.98
Jungle Fennec,Hatchback,Luxury,Arctic White,2025,11,November,6,12769.85,345.08,0.0,13114.94,78689.61
Jungle Fennec,Hatchback,Luxury,Arctic White,2025,12,December,6,12707.44,344.44,0.0,13051.87,78311.24
Jungle Fennec,Hatchback,Luxury,Arctic White,2026,1,January,12,12821.5,336.64,12.97,13171.11,158053.33
Jungle Fennec,Hatchback,Luxury,Arctic White,2026,2,February,13,12865.67,342.89,1.6,13210.16,171732.07
Jungle Fennec,Hatchback,Luxury,Arctic White,2026,3,March,4,12884.9,337.87,0.0,13222.77,52891.06
Jungle Fennec,Hatchback,Luxury,Arctic White,2026,4,April,11,13013.36,335.94,0.0,13349.3,146842.31
Jungle Fennec,Hatchback,Luxury,Arctic White,2026,5,May,12,13014.58,340.26,8.43,13363.27,160359.2
Jungle Fennec,Hatchback,Luxury,Arctic White,2026,6,June,6,13087.79,334.96,15.78,13438.53,80631.17
Jungle Fennec,Hatchback,Luxury,Arctic White,2026,7,July,10,13119.18,339.84,42.57,13501.6,135015.95
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2024,8,August,3,12055.5,340.6,1.65,12397.75,37193.25
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2024,9,September,17,12113.55,337.37,17.56,12468.48,211964.23
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2024,10,October,13,12153.23,331.83,0.0,12485.06,162305.84
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2024,11,November,8,12181.39,342.85,36.62,12560.87,100486.92
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2024,12,December,9,12196.58,338.43,0.0,12535.01,112815.07
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2025,1,January,13,12292.3,346.08,48.82,12687.19,164933.51
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2025,2,February,8,12335.05,343.69,3.12,12681.86,101454.86
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2025,3,March,10,12397.87,349.18,0.0,12747.06,127470.55
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2025,4,April,11,12416.7,345.45,0.0,12762.15,140383.7
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2025,5,May,8,12458.11,331.93,0.0,12790.03,102320.27
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2025,6,June,10,12466.33,334.14,0.0,12800.47,128004.67
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2025,7,July,8,12577.47,346.0,0.0,12923.47,103387.78
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2025,8,August,4,12590.99,335.87,35.06,12961.91,51847.65
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2025,9,September,9,12628.23,333.59,0.8,12962.62,116663.62
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2025,10,October,13,12720.83,342.02,36.15,13099.0,170287.06
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2025,11,November,20,12719.29,333.95,56.64,13109.87,262197.46
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2025,12,December,5,12679.69,352.87,66.78,13099.34,65496.68
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2026,1,January,3,12899.24,336.85,53.1,13289.2,39867.59
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2026,2,February,10,12852.73,345.51,35.21,13233.46,132334.55
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2026,4,April,6,12992.53,344.15,0.0,13336.68,80020.08
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2026,5,May,15,13009.74,335.48,145.29,13490.51,202357.58
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2026,6,June,9,13048.3,343.0,0.44,13391.74,120525.62
Jungle Fennec,Hatchback,Luxury,Copper Bronze,2026,7,July,7,13064.37,342.66,0.0,13407.03,93849.22
Jungle Fennec,Hatchback,Luxury,Crimson Red,2024,8,August,5,12111.21,342.14,0.0,12453.35,62266.73
Jungle Fennec,Hatchback,Luxury,Crimson Red,2024,9,September,17,12123.94,339.51,30.29,12493.74,212393.56
Jungle Fennec,Hatchback,Luxury,Crimson Red,2024,10,October,17,12173.26,341.57,0.0,12514.84,212752.22
Jungle Fennec,Hatchback,Luxury,Crimson Red,2024,11,November,8,12173.23,348.07,21.79,12543.09,100344.75
Jungle Fennec,Hatchback,Luxury,Crimson Red,2024,12,December,12,12209.34,346.58,15.75,12571.66,150859.96
